category,ProductFamily,nid,WebsitePosition,ProductId,Model,Price,Frame,Fork,Rims,Hubs,Spokes,Tires,Pedals,Crank,BottomBracket,Chain,RearCogs,FrontDerailleur,RearDerailleur,Shifters,Handlebar,Grips,Stem,Headset,Brakes,BrakeLevers,Saddle,Seatpost,Sizes,Weight,RearShock,CrankOption,Extras,Display,Battery,Charger,DriveUnit
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,30,c0ad27b1-223a-4c29-bba8-6e9bea3d79c2,CAAD12 Frameset,"$1,100","CAAD12, SmartForm C1 Premium Alloy, SAVE, BB30a, Di2 Ready","CAAD12 QR, BallisTec full carbon, SAVE, 1-1/8"" to 1-1/4"" steerer, integrated crown race",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAAD12, 1-1/4"" lower bearing, 25mm top cap",NA,NA,NA,NA,"48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,31,1d096aa9-e004-4a4a-9277-b82b5e1fdba4,CAAD12 RED eTap [2018],"$5,200","CAAD12, SmartForm C1 Premium Alloy, SAVE, BB30a, Di2 Ready","CAAD12, SAVE, BallisTec full carbon, 1-1/8"" to 1-1/4"" steerer, integrated crown race.","Cannondale HollowGram Si Carbon Clincher, 17mm inner, 35mm deep","Cannondale HollowGram, sealed bearing, QR, 18h (F), 24h (RR)",Double butted 1.8/2.0,Vittoria Corsa 700x25c,Not included,"SRAM RED, BB30a, 52/36",Cannondale Alloy PressFit30,"SRAM CN-1170, 11-speed","SRAM PG 1170, 11-28, 11-speed","SRAM RED eTap, braze-on",SRAM RED eTap,SRAM RED eTap,"Cannondale C1 Ultralight, 7050 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg. w/ integrated Garmin Mount","SuperSix EVO, 1-1/4"" lower bearing, 25mm carbon top cap",SRAM Force,SRAM RED eTap,Fi'zi:k Antares R5 MG Rails,"Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-63)","48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,32,8a4b1724-0b7b-4cdb-b064-b265d884cf8b,CAAD12 Disc Dura-Ace [2018],"$4,500","CAAD12 Disc, SmartForm C1 Premium Alloy, SAVE, BB30a, Di2 Ready, flat-mount disc","CAAD12 Disc, BallisTec Carbon, SAVE, 1-1/8"" to 1-1/4"", integrated crown race, 100x12mm thru-axle","Cannondale HollowGram Si, Carbon Clincher Disc, 19mm inner, 35mm deep, tubeless ready","Cannondale HollowGram Si Disc, straight-pull, 24h (F), 28h (RR), Centerlock","DT Swiss Aerolite, straight pull","Schwalbe ONE, folding, 700x25c",Not included,"Cannondale HollowGram Si, BB30a, w/ OPI SpideRing, 52/36",FSA BB30 Bearings,"Shimano HG701, 11-speed","Shimano Ultegra R8000, 11-28, 11-speed","Shimano Dura-Ace 9100, braze-on",Shimano Dura-Ace 9100,Shimano Dura-Ace 9120 hydro disc,"Cannondale C1 Ultralight, 7050 Alloy, Compact",Fi'zi:k Microtex Superlight Classic,"Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg.","CAAD12, 1-1/4"" lower bearing, 25mm Carbon top cap","Shimano Dura-Ace 9170, hydro disc, flat mount, 160/140mm",Shimano Dura-Ace 9120 hydro disc,Fi'zi:k Antares R5 Ki'um Rails,"Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-63)","44, 48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,33,fec95de0-450b-47ba-8afa-ce486b33ec3a,CAAD12 Ultegra [2018],"$2,100","CAAD12, SmartForm C1 Premium Alloy, SAVE, BB30a, Di2 Ready","CAAD12, SAVE, BallisTec full carbon, 1-1/8"" to 1-1/4"" steerer, integrated crown race.",Mavic Aksium WTS,Mavic Aksium,Mavic Aksium,"Mavic Yksion Elite Guard, folding, WTS, 700x25c",Not included,"Cannondale HollowGram Si, BB30a, w/ OPI SpideRing, 52/36",FSA BB30 Bearings,"Shimano HG701, 11-speed","Shimano Ultegra R8000, 11-28, 11-speed","Shimano Ultegra R8000, braze-on",Shimano Ultegra R8000,Shimano Ultegra R8000,"Cannondale C2, 2014 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C2, 7050 Alloy, 31.8, 6 deg.","CAAD12, 1-1/4"" lower bearing, 25mm top cap",Shimano Ultegra R8000,Shimano Ultegra R8000,Selle Royal Seta S1,"Cannondale C2, UD Carbon, 25.4x300mm (44-56), 400mm (58-63)","48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,34,b53ca33f-9e52-4df6-980a-288bbf9a9911,CAAD12 Disc 105 [2018],"$1,950","CAAD12 Disc, SmartForm C1 Premium Alloy, SAVE, BB30a, Di2 Ready, flat-mount disc","CAAD12 Disc, SAVE, BallisTec Carbon, 1-1/8"" to 1-1/4"",  post-mount disc","RD 2.0, 28H","Formula Disc (Front) CX-20, (Rear) CX-22",Stainless 2.0,"Schwalbe Lugano, 700x25c, folding",Not included,"Cannondale Si, BB30a, FSA rings, 52/36",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano 105, 11-28, 11-speed","Shimano 105, braze-on",Shimano 105,Shimano RS505 hydro disc,"Cannondale C3, butted 6061 Alloy Butted 6061 Alloy, Compact",Cannondale Bar Tape w/Gel 3.5mm,"Cannondale C3, 6061 Alloy, 31.8, 6 deg.","CAAD12, 1-1/4"" lower bearing, 25mm top cap","Shimano BR785/505 hydro disc, 160/160mm",Shimano RS505 hydro disc,Selle Royal Seta S1,"Cannondale C3, 6061 Alloy, 25.4x300mm (44-56), 400mm (58-63)","48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,35,36cf5c00-131e-435f-aed1-a0b10431e4b3,CAAD12 105 [2018],"$1,700","CAAD12, SmartForm C1 Premium Alloy, SAVE, BB30a, Di2 Ready","CAAD12, SAVE, BallisTec full carbon, 1-1/8"" to 1-1/4"" steerer, integrated crown race.",Mavic Aksium WTS,Mavic Aksium,Mavic Aksium,"Mavic Yksion Elite, folding, WTS, 700x25c",Not included,"Cannondale Si, BB30a, FSA rings, 52/36",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano 105, 11-28, 11-speed","Shimano 105, braze-on",Shimano 105,Shimano 105,"Cannondale C3, butted 6061 Alloy Butted 6061 Alloy, Compact",Cannondale Bar Tape w/Gel 3.5mm,"Cannondale C3, 6061 Alloy, 31.8, 6 deg.","CAAD12, 1-1/4"" lower bearing, 25mm top cap",Shimano 105,Shimano 105,Selle Royal Seta S1,"Cannondale C3, 6061 Alloy, 25.4x300mm (44-56), 400mm (58-63)","48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,36,2bd6c14c-3dfc-4012-8627-02e09206b7e0,CAAD Optimo 105,"$1,320","CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Full Carbon, 1-1/8"" to 1-1/4"" steerer","RS 2.0, 24h front, 28h rear","Formula RB-56 front, RB-5711 rear","Stainless Steel, 14g","Vittoira Zaffiro Pro Slick, 700 x 25c",Wellgo w/ Clip and Strap,"FSA Gossamer Alloy, 50/34",FSA MegaExo,"KMC X11, 11-speed","Shimano 105, 11-30, 11-speed","Shimano 105, 31.8 clamp",Shimano 105 GS,"Shimano 105, 2x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap",Tektro R741,Shimano 105 7000,Cannondale Stage Ergo,"Cannondale C3, 6061 Alloy, 27.2 x 350mm (44-56), 400mm (58-63)","48, 51, 54, 56, 58, 60, 63",8.8 kg / 19.6 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,37,7632cba2-cb67-44cc-ab5c-f7f41c7ea1a0,CAAD Optimo Tiagra,"$1,100","CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Full Carbon, 1-1/8"" to 1-1/4"" steerer","RS 2.0, 24h front, 28h rear","Formula RB-31 front, RB-32 rear","Stainless Steel, 14g","Vittoira Zaffiro, 700 x 25c",Wellgo w/ Clip and Strap,"FSA Omega Alloy, 52/36",FSA MegaExo,"KMC X10, 10-speed","Shimano HG500, 11-28, 10-speed","Shimano Tiagra, 31.8 clamp",Shimano Tiagra GS,"Shimano Tiagra, 2x10","Cannondale C4, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C4, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap",Promax RC-476,Shimano Tiagra,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 27.2 x 350mm (44-56), 400mm (58-63)","48, 51, 54, 56, 58, 60, 63",9.5 kg / 20.9 lbs (56cm),Null,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,38,5a93122d-0659-4748-bdb5-cdf9b0324c2d,CAAD Optimo Sora,"$1,000","CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Full Carbon, 1-1/8"" to 1-1/4"" steerer","RS 2.0, 24h front, 28h rear","Formula RB-31 front, RB-32 rear","Stainless Steel, 14g","Vittoira Zaffiro, 700 x 25c",Wellgo w/ Clip and Strap,"Shimano Sora 3000, 50/34",Shimano BSA Sealed,"Shimano HG53, 9-speed","Shimano HG50, 11-30, 9-speed","Shimano Sora, 31.8 clamp",Shimano Sora GS,"Shimano Sora, 2x9","Cannondale C4, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C4, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap",Promax RC-452,Shimano Sora,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 27.2 x 350mm (44-56), 400mm (58-63)","48, 51, 54, 56, 58, 60, 63",9.5 kg / 21.0 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,39,b3888247-cc3a-4232-b84f-682d449d8047,CAAD Optimo Claris,$850,"CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Full Carbon, 1-1/8"" to 1-1/4"" steerer","RS 3.0, 24h front, 28h rear","Formula RB-31 front, RB-32 rear","Stainless Steel, 14g","Vittoira Zaffiro, 700 x 25c",Wellgo w/ Clip and Strap,"FSA Tempo Alloy, 50/34",FSA Cartridge,"KMC, 8-speed","Shimano HG50, 11-30, 8-speed","Shimano Claris, 31.8 clamp",Shimano Claris GS,"Shimano Claris, 2x8","Cannondale C4, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C4, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap",Promax RC-452,Shimano Claris,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 27.2 x 350mm (44-56), 400mm (58-63)","48, 51, 54, 56, 58, 60, 63",9.9 kg / 21.8 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,40,9c9d7d98-74cc-4513-a7f1-f5903c39c4ed,CAAD Optimo 105 [2018],"$1,350","CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Carbon blades, 1-1/8"" to 1-1/4"" steerer","RS 2.0, 24H Front, 28H Rear","Formula, RB-56 front, RB-5711 rear","Stainless Steel, 15g","Schwalbe Lugano, 700x25c",Wellgo w/ Clip and Strap,"FSA Gossamer, 50/34",FSA cartridge,"KMC X11EL, 11-speed","Shimano 105, 11-28, 11-speed","Shimano 105, 31.8 clamp",Shimano 105 GS,Shimano 105,"Cannondale C3, butted 6061 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 6 deg.","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Tektro R741, dual pivot, cartridge pad",Shimano 105,Cannondale Stage Ergo,"Cannondale C3, Alloy, 27.2x350mm (44-56), 400mm (58-63)","44, 48, 50, 52, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,41,96eea9c9-0d26-4d68-85f9-f29e364dea15,CAAD Optimo Tiagra [2018],"$1,080","CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Carbon blades, 1-1/8"" to 1-1/4"" steerer","RS 3.0, 24H Front, 28H Rear","Formula, RB-56 front, RB-5711 rear","Stainless Steel, 14g","Schwalbe Lugano, 700x25c",Wellgo w/ Clip and Strap,"FSA Omega, 50/34",FSA Cartridge,"FSA CN-910, 10-speed","Shimano HG500, 11-28, 10-speed","Shimano Tiagra, 31.8 clamp",Shimano Tiagra GS,Shimano Tiagra,"Cannondale C4, 6061 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C4, 31.8, 6 deg.","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Cannondale C4, dual pivot, cartridge pad",Shimano Tiagra,Cannondale Stage Ergo,"Cannondale C4, Alloy, 27.2x300mm (44-51), 350mm (54-63)","44, 48, 51, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Elite Road,39601f9a-273e-4fb0-9b81-f79c21570c4a,42,f90330fd-d344-420b-b59e-546f1a0205b4,CAAD Optimo Sora [2018],$950,"CAAD Optimo, SmartForm C2 Alloy, SAVE","Cannondale Ultra, Carbon blades, 1-1/8"" to 1-1/4"" steerer","RS 3.0, 24H Front, 28H Rear","Alloy,  sealed, loose ball bearings, QR, 28h","Stainless Steel, 14g","Schwalbe Lugano, 700x25c",Wellgo w/ Clip and Strap,FSA Vero 50/34,FSA 68mm cartridge,"KMC Z99, 9-speed","Shimano HG50, 12-27, 9-speed","Shimano Sora, 31.8 clamp",Shimano Sora GS,Shimano Sora,"Cannondale C4 Compact, 6061 Alloy","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C4, 31.8, 6 deg.","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Cannondale C4, dual pivot, cartridge pad",Shimano Sora,Cannondale Stage Ergo,"Cannondale C4, Alloy, 27.2x300mm (44-51), 350mm (54-63)","44, 48, 51, 54, 56, 58, 60, 63",NA,NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,1,3dffca12-b5d5-4f33-9451-bdeee3b89483,Topstone Apex 1,"$2,100","Topstone, SmartForm C2 Alloy, 142x12 thru-axle, tapered headtube, flat mount rear brake, internal cable routing","Cannondale Topstone Disc, Full Carbon, 1-1/4"" to 1-1/8"" tapered steerer, 55mm offset, flat mount, 12x100 thru axle","WTB ST i23 Light TCS, 28h, tubeless ready","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","WTB Nano TCS, 700 x 40c, tubeless ready",Not Included,"SRAM Apex Alloy, 40T",SRAM GXP,"SRAM PC-1110, 11-speed","SRAM PG-1130, 11-42, 11-speed",N/A,"SRAM Apex 1, Long cage","SRAM Apex 1 HRD, 1x11","Cannondale C3, butted 6061 Alloy, 16 deg flare drop","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7°","Topstone Si, 25mm Alloy top cap","SRAM Apex 1 HRD, 160/160mm Centerline",SRAM Apex 1 HRD,"Fabric Scoop Radius Sport, steel rails","TranzX Dropper Seatpost, 50mm travel, 27.2 x 365mm, internal routing, drop bar remote","XS, S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,2,f9ad4996-e0c4-41a0-9976-1001cd34b19f,Topstone 105,"$1,750","Topstone, SmartForm C2 Alloy, 142x12 thru-axle, tapered headtube, flat mount rear brake, internal cable routing","Cannondale Topstone Disc, Full Carbon, 1-1/4"" to 1-1/8"" tapered steerer, 55mm offset, flat mount, 12x100 thru axle","WTB ST i23 TCS, 28h, tubeless ready","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","WTB Nano TCS, 700 x 40c, tubeless ready",Not Included,"FSA Omega ME Alloy, 46/30",FSA MegaExo,"KMC X11EL, 11-speed","Shimano 105, 11-34, 11-speed","Shimano 105, 31.8 clamp",Shimano 105 7000 GS,"Shimano 105, 2x11","Cannondale C3, butted 6061 Alloy, 16 deg flare drop","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7°","Topstone Si, 25mm Alloy top cap","Shimano 105 7070 hydro disc, 160/160mm RT56 rotors",Shimano 105 7020 hydro disc,"Fabric Scoop Radius Sport, steel rails","Cannondale C3, 6061 Alloy, 27.2 x 350mm","XS, S, M, L, XL",NA,N/A,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,3,a0134726-7df9-4bae-a4b5-fb806888b5aa,Topstone Sora,"$1,050","Topstone, SmartForm C2 Alloy, 142x12 thru-axle, tapered headtube, flat mount rear brake, internal cable routing","Cannondale Topstone Disc, Full Carbon, 1-1/4"" to 1-1/8"" tapered steerer, 55mm offset, flat mount, 12x100 thru axle","CX 2.0, 28h","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","WTB Nano, 700 x 40c, wire bead",Not Included,"FSA Tempo Adventure, 46/30",FSA Cartridge,"KMC Z9, 9-speed","Sunrace, 11-34, 9-speed","Shimano Sora, 31.8 clamp",Shimano Sora,"Shimano Sora, 2x9","Cannondale C3, butted 6061 Alloy, 16 deg flare drop","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C4, 6061 Alloy, 31.8, 7°","Topstone Si, 25mm Alloy top cap","Promax Decoder R cable actuated disc, 160/160mm",Shimano Sora,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 27.2 x 400mm","XS, S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,4,f7677f97-3d47-4f98-9880-76720e8cd066,Slate SE Force 1,"$3,675","Slate, SmartForm C1 Premium Alloy, Di2 ready, SAVE, BB30a","Cannondale Lefty Oliver Carbon w/ PBR, 30mm Travel, 45mm offset","WTB STP i19 TCS, 28h, tubeless ready","Formula Lefty front, RX-142 rear","Stainless Steel, 14g","WTB Resolute, 650b x 42c, tubeless ready",Not Included,"Cannondale Si w/ OPI SpideRing, X-Sync, 44T",Cannondale BB30,"SRAM PC-1130, 11-speed","SRAM PG-1130, 11-42, 11-speed",NA,"SRAM Force 1, Long cage","SRAM Force 1 HRD, 1x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7°",Tange Seiki HeadShok Integrated,"SRAM Force 1 HRD, 160/160mm Centerline",SRAM Force 1 HRD,"Fabric Scoop Radius Elite, cro-mo rails","Cannondale C3, Alloy, 27.2 x 350mm","S, M, L, XL",9.9 kg / 21.8 lbs (LG),NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,5,0e92a003-167c-436c-98af-695159bbccc3,Slate SE Apex 1,"$3,050","Slate, SmartForm C1 Premium Alloy, Di2 ready, SAVE, BB30a","Cannondale Lefty Oliver Carbon w/ PBR, 30mm Travel, 45mm offset","WTB STP i19 TCS, 28h, tubeless ready","Formula Lefty front, RX-142 rear","Stainless Steel, 14g","WTB Resolute, 650b x 42c, tubeless ready",Not Included,"SRAM Apex Alloy, 44T",Cannondale BB30,"SRAM PC-1110, 11-speed","SRAM PG-1130, 11-42, 11-speed",NA,"SRAM Apex 1, Long cage","SRAM Apex 1 HRD, 1x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7°",Tange Seiki HeadShok Integrated,"SRAM Apex 1 HRD, 160/160mm Centerline",SRAM Apex 1 HRD,"Fabric Scoop Radius Sport, steel rails","Cannondale C3, 6061 Alloy, 27.2 x 300mm","S, M, L, XL",10.3 kg / 22.7 lbs (LG),NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,6,04aa25f7-6570-4b53-83f6-fb3c323eea05,Slate Force 1 [2018],"$3,500","Slate, SmartForm C1 Premium Alloy, Di2 ready, SAVE, BB30a","Cannondale Lefty Oliver Carbon w/ PBR, 30mm Travel, 45mm offset","WTB STP i19 TCS 28-hole, tubeless ready","Lefty 50 Formula CDH-57 front, Formula RX-142 Rear",Stainless Steel 14g,"WTB Resolute, 650bx42c, tubeless ready, gumwall",Not included,"Cannondale Si w/ OPI SpideRing, 44T X-Sync",FSA BB30 Bearings,"SRAM PC-1130, 11-speed","SRAM PG-1130, 11-42, 11-speed",NA,SRAM Force 1 Long cage,SRAM Force 1  HRD,"Cannondale C3 Compact, butted 6061 Alloy","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 1.5"", 31.8",Tange Seiki HeadShok Integrated,"SRAM Force 1 hydro disc, 160/160mm",SRAM Force 1 HRD,Fabric Scoop Radius Elite,"Cannondale SAVE Carbon, 27.2x420mm","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,7,f1b0bcb2-8cb3-4ce4-94a5-8fb4ccdf393f,Slate Apex 1 [2018],"$2,900","Slate, SmartForm C1 Premium Alloy, Di2 ready, SAVE, BB30a","Cannondale Lefty Oliver Carbon w/ PBR, 30mm Travel, 45mm offset","WTB STP i19 TCS 28-hole, tubeless ready","Lefty 50 Formula CDH-57 front, Formula RX-142 Rear",Stainless Steel 14g,"WTB Resolute, 650bx42c, tubeless ready, gumwall",Not included,"SRAM Apex 1, 44T X-Sync",FSA BB30 Bearings,"SRAM PC-1110, 11-speed","SRAM PG-1130, 11-42, 11-speed",NA,SRAM Apex  1,SRAM Apex 1  HRD,"Cannondale C3 Compact, butted 6061 Alloy","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 1.5"", 31.8",Tange Seiki HeadShok  Integrated,"SRAM Apex 1 hydro disc, 160/160mm",SRAM Apex 1 HRD,Fabric Scoop Radius Sport,"Cannondale C3 Alloy 27.2x350mm SM, 400mm MD-XL","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,8,a3f8cc60-4de0-46df-8fcc-a0e1589ffbf6,Slate 105 [2018],"$1,700","Slate, SmartForm C1 Premium Alloy, Di2 ready, SAVE PLUS, BB30a","Cannondale Solo Rigid, OPI One-Piece Alloy, 1.5"" steerer","Mavic XM419 Disc, 650b, 28H, tubeless compatible","Lefty 50 Road front, Formula 142x12mm thru rear, 28h",DT Swiss Competition,"Cannondale Slate Folding TRS, 650x42c, by Panaracer, tubeless ready",Not Included,"Cannondale Si, BB30a, FSA rings, 52/36",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano 105, 11-28, 11-speed","Shimano 105, 31.8 clamp",Shimano 105,Shimano R505 Hydraulic Disc,"Cannondale C3, butted 6061 Alloy Butted 6061 Alloy, Compact","Cannondale Bar Tape w/Gel, 2.5mm","Cannondale C1, 6061 Alloy, 1.5"", 31.8, -5 deg. 100mm",Tange Seiki Head Shock Integrated,"Shimano BR785/505, 160/140mm",Shimano R505 Hydraulic Disc,"Fabric Scoop Radius Sport, Cromo Rails",Cannondale C3 Alloy 27.2 X 350mm,"SM, MD, LG, XL",NA,N/A,N/A,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,9,1da97dd3-3983-470d-8ad8-32309376f4be,Synapse Carbon Disc Ultegra SE,"$3,675","Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","Synapse Disc Asymmetric, BallisTec Carbon, SAVE, integrated crown race, 12x100mm thru-axle, size-specific design - 44-48: 1 1/8"" steerer, 60mm rake 51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake 56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","WTB KOM Light i21 TCS, 28h, tubeless ready","Formula CL-712 front, RXC-142S rear","Double-butted, Stainless","WTB Exposure TCS, 700 x 30c, tubeless ready",Not Included,"Cannondale HollowGram Si, BB30a w/ OPI SpideRing, 50/34",Cannondale Alloy PressFit30,"Shimano HG601, 11-speed","Shimano Ultegra, 11-34, 11-speed","Shimano Ultegra, braze-on",Shimano Ultegra GS,"Shimano Ultegra hydro disc, 2x11","Cannondale C1, 7050 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 7050 Alloy, 31.8, 7-degree, Integrated Garmin mount","Synapse Si, 25mm Carbon top cap","Shimano Ultegra hydro disc, 160/140mm RT81 rotors",Shimano Ultegra hydro disc,"Fabric Scoop Radius Elite, cro-mo rails","Cannondale SAVE Carbon, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",8.3 kg / 18.2 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Gravel - All Road,0a51292a-c51b-4434-bdec-16a9317b9111,10,eb57c4d0-e62e-42cb-b067-79f47571a5bc,Synapse Carbon Disc 105 SE,"$2,850","Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","Synapse Disc Asymmetric, BallisTec Carbon, SAVE, integrated crown race, 12x100mm thru-axle, size-specific design - 44-48: 1 1/8"" steerer, 60mm rake 51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake 56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","WTB STP i19 TCS, 28h, tubeless ready","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","WTB Exposure TCS, 700 x 30c, tubeless ready",Not Included,"Cannondale Si, BB30a w/ FSA rings, 50/34",Cannondale Alloy PressFit30,"Shimano HG601, 11-speed","Shimano 105, 11-34, 11-speed","Shimano 105, braze-on",Shimano 105 GS,"Shimano 105, 2x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7-degree","Synapse Si, 25mm Alloy top cap","Shimano 105 7070 hydro disc, 160/160mm RT56 rotors",Shimano 105 7020 hydro disc,"Fabric Scoop Radius Sport, steel rails","Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",9.2 kg / 20.3 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
