category,ProductFamily,nid,WebsitePosition,ProductId,Model,Price,Frame,Fork,Rims,Hubs,Spokes,Tires,Pedals,Crank,BottomBracket,Chain,RearCogs,FrontDerailleur,RearDerailleur,Shifters,Handlebar,Grips,Stem,Headset,Brakes,BrakeLevers,Saddle,Seatpost,Sizes,Weight,RearShock,CrankOption,Extras,Display,Battery,Charger,DriveUnit
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,12,7a18b71e-27c5-4da8-858f-169d03576e95,Trail 2,"$1,575","Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing","RockShox Judy Gold RL, 100mm, Fast Black Uppers, Solo Air, 15x110, tapered steerer, 42mm offset (27.5"") 51mm offset (29"")","WTB STX i23 TCS, 32h, tubeless ready","Formula 15x110 front, Boost QR rear w/ HG driver","Stainless Steel, 14g","WTB Ranger Comp, 27.5/29 x 2.25"" DNA Compound",Not Included,"FSA Comet MegaExo, 30T",FSA MegaExo,"KMC X11, 11-speed","Sunrace, 11-46, 11-speed",NA,"Shimano XT, Shadow Plus","Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 760mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1-1/8"", 31.8, 5°",Sealed Semi Integrated,"Shimano MT500 hydro disc, 160/160mm RT56 rotors",Shimano MT500 hydro disc,Cannondale Stage 3,"Cannondale C3, 6061 Alloy, 31.6 x 350/400mm","XS, S (27.5""), M, L, XL, XXL (29"")",NA,Null,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,13,68834bfb-a266-4dfc-aa8a-14406fe063fc,Trail 3,"$1,365","Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing","RockShox Judy Silver TK, 100mm, Solo Air, 15x110, 42mm offset (27.5"") 51mm offset (29"")","WTB STX i23 TCS, 32h, tubeless ready","Formula 15x110 front, Boost QR rear w/ HG driver","Stainless Steel, 14g","WTB Ranger Comp, 27.5/29 x 2.25"" DNA Compound",Cannondale Platform,"FSA Comet, 30T",FSA MegaExo,"KMC X11, 11-speed","Sunrace, 11-46, 11-speed",NA,Shimano SLX,"Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Locking Grips,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 7°","Semi Integrated, 1-1/8 reducer","Shimano MT400 hydro disc, 160/160mm RT26 rotors",Shimano MT400 hydro disc,Cannondale Stage 3,"Cannondale C3, 6061 Alloy, 31.6 x 350mm","XS, S (27.5""), M, L, XL, XXL (29"")",NA,Null,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,14,5aac95ce-cae7-4b6c-902a-cc73285bf643,Trail 4,"$1,150","Trail, SmartForm C2 Alloy, SAVE, 1-1/8” head tube","RockShox 30 Silver TK, 100mm, Coil, 42mm offset","WTB STX i23 TCS, 32h, tubeless ready","Formula QR front, Boost QR rear w/ HG driver","Stainless Steel, 14g","WTB Ranger Comp, 27.5/29 x 2.25"" DNA Compound",Cannondale Platform,"FSA Gamma Pro, 30T",FSA MegaExo,"KMC X11, 11-speed","Sunrace, 11-42, 11-speed",NA,Shimano SLX,"Shimano SLX, 11-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Dual-Density,"Cannondale C3, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 7°","Semi Integrated, 1-1/8 reducer","Shimano MT200 hydro disc, 160/160mm RT26 rotors",Shimano MT200 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 Alloy, 31.6 x 350mm","XS, S (27.5""), M, L, XL, XXL (29"")",NA,Null,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,15,0aee9c0a-9385-4fff-86c3-272f979a4d72,Trail 5,"$1,000","Trail, SmartForm C2 Alloy, SAVE, 1-1/8” head tube","RockShox XC30 TK, 100mm, Rebound, Coil, 42mm offset","WTB STX i23 TCS, 32h, tubeless ready","Formula QR front, Boost QR rear w/ HG driver","Stainless Steel, 14g","WTB Ranger Comp, 27.5/29 x 2.25"" DNA Compound",Cannondale Platform,"FSA Alpha Drive, 30T",Sealed Bearing BSA,"KMC X10, 10-speed","Sunrace, 11-42, 10-speed",NA,Shimano Deore,"Shimano Deore, 10-speed","Cannondale C3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm",Cannondale Dual-Density,"Cannondale C4, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 7°","Semi Integrated, 1-1/8 reducer","Shimano MT200 hydro disc, 160/160mm RT26 rotors",Shimano MT200 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 Alloy, 31.6 x 350mm","XS, S (27.5"") M, L, XL, XXL (29"")",NA,Null,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,16,fc03c9bc-c24e-43e4-bc09-4cf94111ba77,Trail 6,$825,"Trail, SmartForm C2 Alloy, SAVE, 1-1/8” head tube","SR Suntour XCM-RL, 100mm, hydraulic cable actuated lockout, Coil, 51mm Offset","WTB SX19, 32h","Formula QR front, Boost QR rear w/ HG driver","Stainless Steel, 14g","WTB Ranger Comp, 27.5/29 x 2.25"" DNA Compound",Cannondale Platform,"FSA Comet, Alpha Drive, 36/22",Sealed Bearing BSA,"KMC X9, 9-speed","Sunrace, 11-36, 9-speed",MicroShift Direct Mount,Shimano Acera,"Shimano Altus, 2x9","Cannondale C4 Riser, 6061 Alloy, 25mm rise, 8° sweep, 6° rise, 720mm",Cannondale Dual-Density,"Cannondale C4, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 7°","Sealed Semi Integrated, 1-1/8 reducer","Shimano MT200 hydro disc, 160/160mm RT26 rotors",Shimano MT200 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 Alloy, 31.6 x 400mm","XS, S (27.5""), M, L, XL, XXL (29"")",NA,Null,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,17,23872e79-2090-4bca-aed6-0b1f4ac76854,Trail 7,$720,"Trail, SmartForm C2 Alloy, SAVE, 1-1/8” head tube","SR Suntour XCM, 100mm, Coil, 51mm offset","WTB SX19, 32h","Formula QR front, Boost QR rear w/ HG driver","Stainless Steel, 14g","WTB Ranger Comp, 27.5/29 x 2.25"" DNA Compound",Cannondale Platform,"FSA Comet, Alpha Drive, 36/22",Sealed Bearing BSA,"Shimano HG53, 9-speed","Sunrace, 11-36, 9-speed",MicroShift Direct Mount,Shimano Altus,"Shimano Easy Fire EF505, 2x9","Cannondale C4 Riser, 6061 Alloy, 25mm rise, 8° sweep, 6° rise, 720mm",Cannondale Dual-Density,"Cannondale C4, 3D Forged 6061 Alloy, 1-1/8"", 31.8, 7°","Sealed Semi Integrated, 1-1/8 reducer","Shimano MT200 hydro disc, 160/160mm RT26 rotors",Shimano MT200 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 Alloy, 31.6 x 400mm","XS, S (27.5""), M, L, XL, XXL (29"")",NA,Null,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,18,cef02251-b07c-4308-bc59-e4185ec34eaf,Trail  3 [2018],"$1,365","New Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing.","RockShox Judy Silver, 100mm, tapered steerer, Solo Air, 15x110mm Maxle Stealth, 51mm offset","WTB STX TCS i23m 32 hole, tubeless ready","Formula 110x15 front, Custom BOOST QR Formula rear","Stainless Steel, 14g","WTB Ranger Comp 27.5/29x2.25"" DNA Compound",Cannondale Platform,"FSA Comet MegaExo, 30t, 11-speed",FSA MegaExo,"KMC X11, 11-speed","SunRace, 11-46, 11-speed",NA,"Shimano SLX, 11-speed Shadow Plus","Shimano SLX , 11-speed","Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1-1/8"", 31.8, 5°",Sealed Semi Integrated,"Shimano M425 hydro disc, 180/160mm (29""), 160/160mm (27.5"")",Shimano M425 hydro disc,Cannondale Stage 3,"Cannondale C3, 6061 alloy, 31.6x350mm (S,M) 400mm (L,X)","XS, S, M, L, XL, XXL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,19,f79fa117-cef1-4aca-a173-6cfabb826f01,Trail  4 [2018],"$1,150","New Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing.","RockShox 30 Silver TK 29""/27.5"", 100mm, rebound, 1-1/8"", Coil","WTB STX TCS i23m 32 hole, tubeless ready","Formula front, Custom BOOST QR Formula rear","Stainless Steel, 14g","WTB Ranger Comp 27.5/29x2.25"" DNA Compound",Cannondale Platform,"FSA Gamma Pro MegaExo, 30t",FSA MegaExo,"KMC X11, 11-speed","SunRace 11-42, 11-speed",NA,"Shimano SLX, 11-speed Shadow Plus","Shimano SLX, 11-speed","Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1-1/8"", 31.8, 5°","Sealed Semi Integrated, 1-1/8 reducer","Shimano M315 hydro disc, 180/160mm (29""), 160/160mm (27.5"")",Shimano M315 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 alloy, 31.6x350mm","XS, S, M, L, XL, XXL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,20,4270141b-053b-461b-9a7a-e1f843065bdb,Trail  5 [2018],"$1,000","New Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing.","RockShox XC30 TK 29""/27.5"", 100mm, rebound, 1-1/8"", Coil","WTB STX TCS i23m 32 hole, tubeless ready","Formula DC1420 front, Custom BOOST QR Formula rear","Stainless Steel, 14g","WTB Ranger Comp 27.5/29x2.25"" DNA Compound",Cannondale Platform,"FSA Alpha Drive, 3 piece, forged, 30t",NA,"KMC X10, 10-speed","SunRace 11-42, 10-speed",NA,Shimano Deore M6000 10-speed Shadow Plus,Shimano Deore M6000 1x10-speed,"Cannondale C3 riser, Alloy, 4°  upsweep, 9°  backsweep, 760x15mm",Cannondale Locking Grips,"Cannondale C3, 6061 Alloy, 1-1/8"", 31.8, 5°","Sealed Semi Integrated, 1-1/8 reducer","Shimano M315 hydro disc, 180/160mm (29""), 160/160mm (27.5"")",Shimano M315 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 alloy, 31.6x350mm","XS, S, M, L, XL, XXL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,21,efe798d0-70c3-441b-928f-e80e1ef82e52,Trail  6 [2018],$800,"New Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing.","SR Suntour XCM-RL, 100mm, remote lockout, 1-1/8"", 29""/27.5"", Coil","Cannondale DC 5.0, double wall, 32-hole","Formula DC1420 front, Custom BOOST QR Formula rear","Stainless Steel, 14g","WTB Ranger Comp 27.5/29x2.25"" DNA Compound",Cannondale Platform,"FSA Alpha Drive, forged, 22/36","Tange LN 3912, square taper","KMC X9, 9-speed",SunRace 11-36 9-speed,MicroShift Direct Mount,Shimano Acera Shadow 9-speed,Shimano Altus,"Cannondale C4, 6061 Alloy, 20mm rise, 680mm",Cannondale Dual-Density,"Cannondale C4, 6061 Alloy, 31.8, 7°","Sealed Semi Integrated, 1-1/8 reducer","Shimano M315 hydro disc, 160/160mm",Shimano M315 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 alloy, 31.6x350mm","XS, S, M, L, XL, XXL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Mountain,Fat Bike,af33c7a2-16b2-4045-a4c3-904acf0b6b40,22,13a9663c-f681-48fd-aee6-b2b21df987a1,Trail  7 [2018],$720,"New Trail, SmartForm C2 Alloy, SAVE, BOOST spacing, Tapered Headtube, Flat Mount Rear Brake, Internal Cable Routing.","SR Suntour XCT, 100mm, 1-1/8"", coil spring","Cannondale DC 5.0, double wall, 32-hole","Formula DC1420 front, Custom BOOST QR Formula rear","Stainless Steel, 14g","WTB Ranger Comp 27.5/29x2.25"" DNA Compound",Cannondale Platform,"FSA Alpha Drive, forged, 22/36","Tange LN 3912, square taper",Shimano HG53 9-speed,SunRace 11-36 9-speed,MicroShift Direct Mount,Shimano Altus 9-speed,"Shimano EZ Fire 505, 2x9-speed","Cannondale C4, 6061 Alloy, 20mm rise, 680mm",Cannondale Dual-Density,"Cannondale C4, 6061 Alloy, 31.8, 7°","Sealed Semi Integrated, 1-1/8 reducer","Shimano M315 hydro disc, 160/160mm",Shimano M315 hydro disc,Cannondale Stage 3,"Cannondale C4, 6061 alloy, 31.6x350mm","XS, S, M, L, XL, XXL (29"")",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Urban,85bbe445-6160-4420-b7ff-e602ddeda578,1,794906db-5bb4-4c36-b6dd-a98682c57be0,27.5 M Bad Boy 1,"$1,950","Bad Boy OPI, SmartForm C1 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube, sliding dropout","Lefty LightPipe rigid, integrated SuperNova LED lightstrip, USB rechargeable battery, 1-1/8"" steerer","Bad Boy C1, 650b, double wall w/eyelets","Lefty 50 front, Shimano Alfine 8-speed internal rear","Stainless Steel, 14g","WTB Byway, 650b x 40c",Cannondale Urban Pedal,"FSA Comet, Gates Belt Drive sprocket 46T",FSA MegaExo,"Gates Carbon Drive, CDX Centertrack, 113T","Gates rear sprocket, 22t",N/A,N/A,"Shimano Alfine Rapidfire, 8-speed","Cannondale C4 Riser, 6061 Alloy, 18mm rise, 8° back,  4° up, 720mm",Fabric Silicone Cell,"Bad Boy Si, integrated sandwich stem, 65mm",FSA Cartridge Bearing,"Shimano M396 hydro disc, 160/160mm",Shimano M396 hydro disc,"Fabric Scoop Radius Elite, cro-mo rails","LightSkin w/ integrated rear LED light, 31.6, USB Rechargeable","S, M, L, XL",NA,Null,NA,NA,NA,NA,NA,NA
Urban & Fitness,Urban,85bbe445-6160-4420-b7ff-e602ddeda578,2,b0a34f9b-314f-4b20-a7c7-c81a756c84a9,27.5 M Bad Boy 2,"$1,050","Bad Boy OPI, SmartForm C1 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube","Lefty LightPipe rigid, integrated SuperNova LED lightstrip, USB rechargeable battery, 1-1/8"" steerer","Bad Boy C2, 650b, double wall","Lefty 50 front, Formula Disc QR rear","Stainless Steel, 14g","WTB Byway, 650b x 40c",Cannondale Urban Pedal,"SR Suntour, 48/36/26",Sealed Cartridge,"KMC Z99, 9-speed","Sunrace, 11-32, 9-speed","Shimano Altus, 31.8 clamp",Shimano Acera,"Shimano Altus, 3x9","Cannondale C4 Riser, 6061 Alloy, 18mm rise, 8° back, 4° up, 680mm",Fabric Silicone Cell,"Bad Boy, 6061 alloy, 31.8, 60mm",FSA Cartridge Bearing,"Tektro M285 hydro disc, 160/160mm",Tektro M285 hydro disc,"Fabric Scoop Radius Sport, steel rails","LightSkin w/ integrated rear LED light, 31.6, USB Rechargeable","S, M, L, XL",NA,Null,NA,NA,NA,NA,NA,NA
Urban & Fitness,Urban,85bbe445-6160-4420-b7ff-e602ddeda578,3,ccf2c575-6771-44c9-a084-bb5b3ac55928,27.5 M Bad Boy 3,$850,"Bad Boy, SmartForm C2 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube","Lefty Rigid, 1-1/8"" steerer","Bad Boy C2, 650b, double wall","Lefty 50 front, Formula Disc QR rear","Stainless Steel, 14g","WTB Byway, 650b x 40c",Cannondale Urban Pedal,"SR Suntour, 48/36/26",Sealed Cartridge,"KMC X9, 9-speed","Sunrace, 11-32, 9-speed","Shimano Altus, 31.8 clamp",Shimano Altus,"Shimano Altus, 3x9","Cannondale C4 Riser, 6061 Alloy, 18mm rise, 8° back, 4° up, 680mm",Fabric Silicone Cell,"Bad Boy, 6061 alloy, 31.8, 60mm",FSA Cartridge Bearing,"Promax cable actuated disc, 160/160mm",Promax cable disc lever,Cannondale Urban,"Bad Boy Alloy, 31.6 x 350mm","S, M, L, XL",NA,Null,NA,NA,NA,NA,NA,NA
Urban & Fitness,Urban,85bbe445-6160-4420-b7ff-e602ddeda578,4,60bcad8a-2164-4a8e-9fb6-fc555101a634,Bad Boy 1 [2018],"$1,850","Bad Boy OPI, SmartForm C1 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube, sliding dropout","Lefty LightPipe rigid, integrated SuperNova LED lightstrip, USB rechargeable battery, 1-1/8"" steerer","Bad Boy C1, 650b, double wall w/eyelets","Lefty 50 front, Shimano Alfine 8-speed internal rear","Stainless, 14g","Schwalbe G-One Performance, 650x40c, folding","Cannondale Urban, alloy with Kraton","FSA Comet, w/ Gates Belt Drive 46t",FSA MegaExo,Gates CenterTrack Belt,"Gates CenterTrack, 22t",NA,Shimano Alfine 8-speed internal gear hub,"Shimano Alfine, 8-speed","Bad Boy, 6061 Alloy, 31.8, 720mm x 15mm rise",Fabric Silicone Cell grips,"Bad Boy Si, integrated sandwich stem, 60mm",FSA Cartridge Bearing,"Magura MT2 hydro disc, 160/160mm",Magura MT2 hydro disc,Fabric Scoop Radius Elite,"LightSkin w/ integrated rear LED light, 31.6","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Urban,85bbe445-6160-4420-b7ff-e602ddeda578,5,8b97d667-3823-4b0d-b4f6-22b32e0f3a75,Bad Boy 2 [2018],"$1,600","Bad Boy OPI, SmartForm C1 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube","Lefty LightPipe rigid, integrated SuperNova LED lightstrip, USB rechargeable battery, 1-1/8"" steerer","Bad Boy C1, 650b, double wall w/eyelets","Lefty 50 front, Formula Disc QR","Stainless, 14g","Schwalbe G-One Performance, 650x40c, folding","Cannondale Urban, alloy with Kraton","Cannondale Si, BB30 w/ SpideRing, X-Sync®, 38t",FSA EVO8681 - BSA to BB30 adapter,"KMC X11, 11-speed","Shimano 105, 11-32, 11-speed",NA,"Shimano Metrea, 11-speed","Shimano Metrea, RapidFire, 11-speed","Bad Boy, 6061 Alloy, 31.8, 720mm x 15mm rise",Fabric Silicone Cell grips,"Bad Boy Si, integrated sandwich stem, 60mm",FSA Cartridge Bearing,"Magura MT2 hydro disc, 160/160mm",Magura MT2 hydro disc,Fabric Scoop Radius Elite,"LightSkin w/ integrated rear LED light, 31.6","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Urban,85bbe445-6160-4420-b7ff-e602ddeda578,6,616cc578-3de9-4cef-af22-8020a663b252,Bad Boy 4 [2018],$760,"Bad Boy, SmartForm C2 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube","Lefty Rigid, 1-1/8"" steerer","Bad Boy C2, 650b, double wall","Lefty 50 front, Formula Disc QR","Stainless, 14g","Schwalbe Kojak Performance, 650x35c","Cannondale Urban, composite with Kraton",Prowheel 48/36/26,"FSA cartridge, square taper","KMC Z99, 9-speed","Sunrace, 11-32, 9-speed","Shimano Altus, 34.9 clamp","Shimano Altus, 9-speed","Shimano Altus, 3x9-speed","Bad Boy, 6061 Alloy, 31.8, 680mm x 18mm rise",Fabric Push grips,"Bad Boy, 6061 alloy, 31.8, 60mm",FSA Cartridge Bearing,Promax mechanical disc 160/160mm,Promax 4-finger alloy,Fabric Scoop Sport,"Bad Boy Alloy, 31.6x350mm","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Fitness,145e116a-7b63-4cc3-bfa8-5ce153a55c45,1,e4027082-9364-41a8-b00e-74209d7ee695,Quick Carbon 1,"$1,950","Quick Full Carbon G2, SAVE, BB30","Quick Si G2, Carbon, 1-1/8""","DC3.0 Disc, double wall, 32-hole","Alloy Disc, sealed, loose ball bearings, QR, 32h","Stainless, 14g",Schwalbe Lugano 700x28c,Cannondale Fitness Reinforced Composite,"FSA Gossamer Compact, BB30, 50/34",FSA BB30,"KMC X11, 11-speed","Shimano 105, 11-28, 11-speed",Shimano 105,"Shimano 105, 11-speed","Shimano RS-700, 2x11","Cannondale C3, 6061 Alloy, 660mm, 3 deg rise, 10 deg sweep","Cannondale Ergo Performance, Lock-On","Cannondale C3, 6061 Alloy, 31.8, 12 deg","Tange Si 1-1/8""","Shimano M396 hydro disc, 160/160mm",Shimano M396 hydro disc,Cannondale Quick Ergo Performance,"Cannondale C3, 6061 Alloy, 27.2x350mm","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Fitness,145e116a-7b63-4cc3-bfa8-5ce153a55c45,2,fe3f7af8-cb55-43e3-ba97-3e640503a1d2,Quick Carbon 2,"$1,500","Quick Full Carbon G2, SAVE, BB30","Quick Si G2, Carbon, 1-1/8""","DC3.0 Disc, double wall, 32-hole","Alloy Disc, sealed, loose ball bearings, QR, 32h","Stainless, 14g",Schwalbe Lugano 700x28c,Cannondale Fitness Reinforced Composite,"FSA Omega Compact, 48/32",Tange Seiki Square Taper,"FSA, 9-speed","Sunrace, 11-32, 9-speed",Shimano Sora,"Shimano Sora, 9-speed","Shimano Sora, 2x9","Cannondale C3, 6061 Alloy, 660mm, 3 deg rise, 10 deg sweep","Cannondale Ergo Performance, Lock-On","Cannondale C3, 6061 Alloy, 31.8, 12 deg","Tange Si 1-1/8""","Shimano M315 hydro disc, 160/160mm",Shimano M315 hydro disc,Cannondale Quick Ergo Performance,"Cannondale C3, 6061 Alloy, 27.2x350mm","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Fitness,145e116a-7b63-4cc3-bfa8-5ce153a55c45,3,7a04ad4a-0eb4-4528-af9f-6a0e47355e61,Synapse Carbon Disc Ultegra Flatbar,"$2,425","Synapse Disc Asymmetric, Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","Synapse Disc Asymmetric, Carbon, SAVE, integrated crown race, 12x100mm thru-axle (S/M): 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake,  (L/XL): 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","RD 3.0, 24h front, 28h","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","Schwalbe Lugano, K-Guard, 700 x 28c",Not Included,"Cannondale Si, BB30a w/ FSA rings, 50/34",Cannondale Alloy PressFit30,"Shimano HG601, 11-speed","Shimano 105, 11-32, 11-speed","Shimano 105, braze-on",Shimano Ultegra GS,"Shimano RS700 FB, 2x11","Cannondale C3 Flat, 6061 Alloy, 10-degree back, 3-degree rise","Cannondale Ergo Fitness Dual Density, Lock-on","Cannondale C3, 6061 Alloy, 31.8, 7-degree","Synapse Si, 25mm Alloy top cap","Shimano MT201 hydro disc, 160/160mm RT26 rotors",Shimano MT201 hydro disc,"Fabric Scoop Radius Sport, steel rails","Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Fitness,145e116a-7b63-4cc3-bfa8-5ce153a55c45,4,2c7eed77-8bf2-4092-9523-97cc1c8a3229,Synapse Carbon Disc Tiagra Flatbar,"$1,890","Synapse Disc Asymmetric, Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","Synapse Disc Asymmetric, Carbon, SAVE, integrated crown race, 12x100mm thru-axle (S/M): 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake, (L/XL): 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","RD 3.0, 28h","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","Schwalbe Lugano, K-Guard, 700 x 28c",Not Included,"FSA Omega Alloy, 48/32",Cannondale Alloy PressFit30,"KMC X10, 10-speed","Shimano HG500, 11-32, 10-speed","Shimano Tiagra, braze-on",Shimano Tiagra GS,"Shimano Tiagra FB, 2x10","Cannondale C3 Flat, 6061 Alloy, 10-degree back, 3-degree rise","Cannondale Ergo Fitness Dual Density, Lock-on","Cannondale C3, 6061 Alloy, 31.8, 7-degree","Synapse Si, 25mm Alloy top cap","Shimano MT200 hydro disc, 160/160mm RT26 rotors",Shimano MT200 hydro disc,"Fabric Scoop Radius Sport, steel rails","Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","S, M, L, XL",NA,NA,NA,NA,NA,NA,NA,NA
Urban & Fitness,Fitness,145e116a-7b63-4cc3-bfa8-5ce153a55c45,5,6350fcb6-fdf3-4559-8071-a80a78e297ac,Quick 1,"$1,320","Quick SL Disc, SmartForm C2 Alloy, SAVE, tapered head tube","Quick Disc, full carbon, 12x100mm thru-axle, 1-1/4"" to 1-1/8"" tapered steerer, Flat Mount","DC 3.0 Disc, double wall, 32h","Sealed Alloy Disc, 12x100 front, QR rear","Stainless Steel, 14g","Schwalbe Spicer, 700 x 30c, K-Guard puncture protection, reflective sidewall",Cannondale Fitness Reinforced Composite,"FSA Omega, 50/34",Cartridge square taper,"Shimano HG601, 11-speed","Shimano 105, 11-32, 11-speed","Shimano 105, 31.8 clamp",Shimano 105 GS,"Shimano RS700 FB, 2x11","Cannondale C3, 6061 Alloy, 3° rise , 10 ° sweep, 640mm","Cannondale Ergo Fitness Dual Density, lock-on","Cannondale C3, 6061 Alloy, 31.8, 6°","FSA Sealed Bearing, Integrated, 1-1/4""-1-1/8""","Shimano MT201 hydro disc, 160/160mm",Shimano MT201 hydro disc,Cannondale Quick Ergo Performance,"Cannondale C3, 6061 Alloy, 27.2 x 350mm","S, M, L, XL, 2XL",NA,Null,NA,NA,NA,NA,NA,NA
Urban & Fitness,Fitness,145e116a-7b63-4cc3-bfa8-5ce153a55c45,6,293ca846-2144-4018-977c-6dd04cc48f89,Quick 2,"$1,150","Quick SL Disc, SmartForm C2 Alloy, SAVE, tapered head tube","Quick Disc, full carbon, 12x100mm thru-axle, 1-1/4"" to 1-1/8"" tapered steerer, Flat Mount","DC 3.0 Disc, double wall, 32h","Sealed Alloy Disc, 12x100 front, QR rear","Stainless Steel, 14g","Schwalbe Spicer, 700 x 30c, K-Guard puncture protection, reflective sidewall",Cannondale Fitness Reinforced Composite,"FSA Vero, 38T",Cartridge square taper,"SRAM PC-1110, 11-speed","SRAM PG-1130, 11-42, 11-speed",NA,"SRAM Apex 1, Long cage","SRAM Apex, 11-speed","Cannondale C3, 6061 Alloy, 3° rise , 10 ° sweep, 640mm","Cannondale Ergo Performance, Lock-On","Cannondale C3, 6061 Alloy, 31.8, 6°","FSA Sealed Bearing, Integrated, 1-1/4""-1-1/8""","Shimano MT201 hydro disc, 160/160mm",Shimano MT201 hydro disc,Cannondale Quick Ergo Performance,"Cannondale C4, 6061 Alloy, 27.2 x 350mm","S, M, L, XL, 2XL",NA,Null,NA,NA,NA,NA,NA,NA
